address,price,num_of_bed,num_of_bath,num_of_parking,tax_2021,actual_size,exposure,maintenance_fees,age_of_building,outdoor_space,locker,heating_type,parking_type,property_type,location_area,ensuite_laundry,corp_num,size_range,amenity_lst,size_range_level,include_party_room,include_meeting_room,include_rooftop_deck,include_visitor_parking,include_security_system,include_security_guard,include_pet_restriction,include_guest_suites,include_concierge,include_gym,include_rec_room,include_media_room,include_public_transit,include_bbq_permitted,include_indoor_pool,num_amenities
2910 - 17 Bathurst St,850000,1+1,1,1,NA,NA,NE,523.75,0,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2848,56-65 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Indoor Pool', 'Rooftop Deck', 'Visitor Parking', 'Media Room', 'Outdoor Patio', 'Sauna', 'Yoga Studio', 'Business Centre (WiFi)', 'Meeting Room', 'Outdoor Child Play Area', 'Pet Spa', 'Pets', 'Spa', 'BBQ Permitted', 'Indoor Child Play Area', 'Party Room']",2,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,19
2507 - 18 Harbour St,621000,1+1,1,0,2213,NA,E,353.18,12,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2030,56-65 sqm,"['Basketball Court', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Concierge', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Tennis Court', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio', 'Indoor Pool', 'Gym']",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30
3412 - 15 Lower Jarvis St,730000,1+1,1,0,2627,603,NE,386.62,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2744,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Basketball Court', 'Bike Storage', 'Media Room', 'Meeting Room', 'Sauna', 'Tennis Court', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool', 'Outdoor Pool']",2,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,15
306 - 650 Queens Quay Quay W,600000,1+1,1,0,1912,680,SE,576.13,21,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-1344,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room']",2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,16
3212 - 15 Lower Jarvis St,800000,1+1,1,1,2933,603,NE,436.62,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2794,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Basketball Court', 'Bike Storage', 'Guest Suites', 'Media Room', 'Meeting Room', 'Sauna', 'Security Guard', 'Tennis Court', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool', 'Outdoor Pool']",2,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,16
2002 - 20 Richardson St,730000,1+1,2,1,2578,NA,E,445.17,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2795,46-56 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Tennis Court', 'Beanfield Fibre Available']",1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,7
3003 - 18 Harbour St,710000,1+1,1,1,2371,565,N,419.88,12,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2030,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Tennis Court', 'Visitor Lounge', 'Yoga Studio', 'Beanfield Fibre Available', 'Indoor Pool']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30
1606 - 17 Bathurst St,790000,1+1,1,0,NA,688,NW,444.37,0,Open Balcony,None,Forced Air,NA,Condo Apt,thewaterfront,Yes,TSCC-2848,56-65 sqm,"['Gym', 'Pets', 'Concierge', 'Business Centre (WiFi)', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Sauna', 'Security System', 'Spa', 'Yoga Studio', 'Pet Spa', 'Games Room', 'Indoor Pool', 'Outdoor Games Lounge']",2,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,17
3812 - 17 Bathurst St,760050,1+1,1,0,NA,NA,NE,387.81,0,Open Balcony,None,Forced Air,NA,Condo Apt,thewaterfront,Yes,TSCC-2848,56-65 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Media Room', 'Outdoor Patio', 'Sauna', 'Yoga Studio', 'Business Centre (WiFi)', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Games Lounge', 'Pet Spa', 'Pets', 'Spa']",2,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,17
1008 - 550 Queens Quay W,905000,1+1,2,1,3104,965,SE,669.21,20,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-1396,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System']",5,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,13
505 - 33 Bay St,673000,1+1,1,1,2183,536,E,404.51,9,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2204,46-56 sqm,"['Gym', 'Pool', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Tennis Court', 'Beanfield Fibre Available', 'Indoor Pool']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29
PH18 - 600 Queens Quay W,735000,1+2,1,1,2475,767,NE,674.28,21,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-1288,65-74 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System']",3,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,12
703 - 218 Queens Quay,769000,1+1,2,1,2493,719,S,628.77,16,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-1686,65-74 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'BBQ Permitted', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'FibreStream Internet', 'Indoor Pool', 'Outdoor Pool']",3,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,19
2103 - 19 Bathurst St,750000,1+1,1,0,NA,NA,NW,458.18,0,Open Balcony,Owned,Forced Air,Garage,Condo Apt,thewaterfront,Yes,TSCC-2848,56-65 sqm,"['Business Centre (WiFi)', 'Concierge', 'Gym', 'Guest Suites', 'Party Room', 'Sauna', 'Media Room', 'Outdoor Patio', 'Yoga Studio', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Games Lounge', 'Pet Spa', 'Pets', 'Spa']",2,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,15
727 - 29 Queens Quay E,818000,1+1,1,1,3628,673,SW,522.01,5,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2509,56-65 sqm,"['BBQ Permitted', 'Beanfield Fibre Available', 'Concierge', 'Media Room', 'Meeting Room', 'Sauna', 'Visitor Parking', 'Indoor Pool', 'Outdoor Pool', 'Gym', 'Party Room', 'Security Guard']",2,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,12
736 - 39 Queens Quay E,875000,1+1,2,1,3929,730,W,628.89,5,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2491,65-74 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Outdoor Pool', 'Party Room', 'Visitor Parking', 'Beanfield Fibre Available', 'Guest Suites', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'BBQ Permitted', 'Meeting Room', 'Sauna']",3,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,15
502 - 1 Edgewater Dr,775000,1+1,1,1,2800,NA,S,625,1,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2768,56-65 sqm,"['Concierge', 'Gym', 'Games Room', 'Guest Suites', 'Outdoor Pool', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio']",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,28
1601 - 10 Yonge St,883000,1+1,2,1,3018,NA,SW,859.21,30,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-979,84-93 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Outdoor Pool', 'Party Room', 'Visitor Parking', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Guest Suites', 'Rec Room', 'Rooftop Deck']",5,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,13
1214 - 10 Queens Quay W,625000,1+1,2,0,2432,900,NE,959.29,29,Open Balcony,None,Fan Coil,Underground,Condo Apt,thewaterfront,Yes,MTCC-989,84-93 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool', 'Outdoor Pool', 'Golf Simulator']",5,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,16
2901 - 33 Bay St,717000,1+1,1,1,2700,661,W,479,9,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2204,56-65 sqm,"['BBQ Permitted', 'Gym', 'Indoor Pool', 'Party Room', 'Sauna', 'Squash Court', 'Basketball Court', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Concierge', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Security Guard', 'Security System', 'Spa', 'Tennis Court', 'Visitor Parking']",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
632 - 38 Dan Leckie Way,575000,1+1,1,1,2075,668,N,411.05,11,None,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2097,56-65 sqm,"['BBQ Permitted', 'Concierge', 'FibreStream Internet', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Rooftop Deck', 'Sauna', 'Visitor Parking', 'Beanfield Fibre Available', 'Games Room', 'Gym', 'Media Room', 'Security System']",2,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,16
1403 - 250 Queens Quay W,550000,1+1,1,1,2053,788,SW,665.86,34,None,NA,Forced Air,Garage,Condo Apt,thewaterfront,Yes,MTCC-719,65-74 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'BBQ Permitted', 'Bike Storage', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Tennis Court']",3,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,15
2003 - 33 Bay St,875000,1+1,2,0,3394,943,W,576.86,9,Terrace,Owned,Heat Pump,NA,Condo Apt,thewaterfront,Yes,TSCC-2204,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Tennis Court', 'Beanfield Fibre Available', 'Indoor Pool']",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
4205 - 33 Bay St,675000,1+1,1,0,2202,532,E,333.57,9,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2204,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Tennis Court', 'Beanfield Fibre Available', 'Indoor Pool']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
702 - 250 Queens Quay W,710000,1+1,1,1,2157,788,S,665.86,34,None,NA,Forced Air,Garage,Condo Apt,thewaterfront,Yes,MTCC-719,74-84 sqm,"['Bike Storage', 'Concierge', 'Gym', 'Rooftop Deck', 'Sauna', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Tennis Court', 'BBQ Permitted', 'Meeting Room', 'Party Room']",4,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,14
421 - 15 Queens Quay E,675000,1+1,1,0,2312,NA,N,482.82,0,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2850,56-65 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Outdoor Pool', 'Security Guard', 'Security System', 'Visitor Parking']",2,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,7
606 - 18 Harbour St,678000,1+1,1,1,2502,590,E,426.9,12,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2030,56-65 sqm,"['Basketball Court', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Concierge', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Tennis Court', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio', 'Indoor Pool', 'Gym']",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30
203 - 650 Queens Quay W,600000,1+1,1,0,1888,712,E,611,20,None,Owned,Forced Air,NA,Condo Apt,thewaterfront,Yes,MTCC-1344,65-74 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room']",3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,16
215 - 33 Bay St,715000,1+1,1,0,3031,799,S,505.05,9,Open Balcony,Owned,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,TSCC-2204,74-84 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Tennis Court', 'Beanfield Fibre Available', 'Indoor Pool', 'Outdoor Pool']",4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29
3603 - 8 York St,812000,1+1,2,1,2487,699,E,547.91,17,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-1598,65-74 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'FibreStream Internet', 'Indoor Pool', 'Outdoor Pool']",3,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,17
1010 - 650 Queens Quay W,785000,1+1,1,1,2261,745,S,677.41,20,Open Balcony,Owned,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,MTCC-1344,65-74 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Public Transit', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'BBQ Permitted', 'Bike Storage', 'Games Room', 'Rec Room']",3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,16
804 - 410 Queens Quay W,701010,1+1,1,1,2505,748,SW,792.33,18,None,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC1485-1485,65-74 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room']",3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,15
818 - 410 Queens Quay W,688000,1+1,1,1,2505,698,W,744.34,18,Open Balcony,None,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,TSCC-1485,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room']",2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,15
702 - 600 Queens Quay Way,640000,1+1,1,1,2279,717,W,634.5,21,Open Balcony,Owned,Forced Air,Underground,Comm Element Condo,thewaterfront,Yes,MTCC-1298,65-74 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System']",3,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,12
3112 - 55 Harbour Sq,1511000,2,2,1,5218,1391,SW,1116.58,41,Juliet Balcony,Exclusive,Baseboard,Underground,Condo Apt,thewaterfront,Yes,YCC-510,111-130 sqm,"['Car Wash', 'Concierge', 'Gym', 'Rooftop Deck', 'Visitor Parking', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool', 'BBQ Permitted', 'Meeting Room', 'Party Room']",7,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,14
4903 - 10 York St,1250000,2,2,1,4558,984,NE,570.9,2,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2708,74-84 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Indoor Pool', 'Rec Room', 'Visitor Parking', 'Media Room', 'Meeting Room', 'Party Room', 'Public Transit', 'Sauna', 'Spa', 'Yoga Studio', 'Outdoor Pool', 'Security Guard']",4,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,15
3004 - 88 Harbour St,900000,2,2,0,2664,NA,NE,578.37,3,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2647,65-74 sqm,"['Bike Storage', 'Concierge', 'Guest Suites', 'Gym', 'Party Room', 'Rooftop Deck', 'Pets', 'Public Transit', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Parking Garage', 'Rec Room', 'Security Guard', 'Security System', 'Indoor Pool', 'BBQ Permitted', 'Games Room', 'Enter Phone System']",3,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,21
3012 - 55 Harbour Sq,1500000,2,2,1,5218,NA,SW,1116.37,-,Juliet Balcony,NA,Baseboard,Underground,Condo Apt,thewaterfront,Yes,YCC-510,111-130 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Squash Court', 'Visitor Parking']",7,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,6
TH 115 - 29 Queens Quay E,1840000,2,3,2,8618,1739,W,1351.04,5,Terrace,Owned,Heat Pump,Underground,Condo Townhouse,thewaterfront,Yes,TSCC-2509,149-167 sqm,"['Gym', 'Guest Suites', 'Outdoor Pool', 'Party Room', 'Security Guard', 'Visitor Parking', 'BBQ Permitted', 'Beanfield Fibre Available', 'Concierge', 'Media Room', 'Meeting Room', 'Sauna', 'Indoor Pool']",9,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,13
1120 - 39 Queens Quay,1075000,2,2,2,3934,893,W,854.66,6,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2491,74-84 sqm,"['Concierge', 'Games Room', 'Gym', 'Beanfield Fibre Available', 'Guest Suites', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Security Guard', 'Security System', 'Visitor Parking', 'Indoor Pool', 'Outdoor Pool', 'BBQ Permitted', 'Meeting Room', 'Sauna']",4,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,16
2003 - 10 York St,890000,2,2,0,3373,830,NE,504.08,2,Open Balcony,None,Forced Air,NA,Condo Apt,thewaterfront,Yes,TSCC-2708,74-84 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Sauna', 'Security Guard', 'Spa', 'Yoga Studio', 'Outdoor Pool']",4,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,14
PH8 - 10 Queens Quay W,1160000,2,3,1,4137,1437,NE,1571.95,30,Terrace,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-989,130-149 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool', 'Outdoor Pool', 'Golf Simulator']",8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,17
1404 - 10 Queens Quay W,1180000,2,2,1,3672,1222,SE,1337.28,30,Open Balcony,NA,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,MTCC-989,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool', 'Outdoor Pool', 'Golf Simulator']",7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,17
3401 - 33 Harbour Sq,1780000,2,2,1,7932,1693,SE,1573.03,45,Juliet Balcony,NA,Forced Air,Underground,Condo Apt,thewaterfront,Yes,YCC-288,186-209 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Car Wash', 'Meeting Room', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool']",11,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,13
3705 - 15 Lower Jarvis St S,1033500,2,2,1,3773,NA,SW,549.96,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2794,65-74 sqm,"['Basketball Court', 'Bike Storage', 'Concierge', 'Games Room', 'Gym', 'Indoor Pool', 'Media Room', 'Meeting Room', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Sauna', 'Tennis Court', 'Beanfield Fibre Available']",3,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,14
1803 - 15 Lower Jarvis St,870000,2,2,1,3196,NA,SE,502.59,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2794,65-74 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Rec Room', 'Rooftop Deck', 'Basketball Court', 'Bike Storage', 'Games Room', 'Indoor Pool', 'Media Room', 'Meeting Room', 'Party Room', 'Sauna', 'Tennis Court', 'Beanfield Fibre Available']",3,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,15
1515 - 230 Queens Quay W,1175000,2,2,1,3532,972,NE,849.78,18,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-1536,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Indoor Pool']",5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,18
6106 - 10 York St,1141750,2,2,1,4314,NA,S,548.57,2,None,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2708,65-74 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Outdoor Pool', 'Party Room', 'Media Room', 'Meeting Room', 'Public Transit', 'Rec Room', 'Sauna', 'Spa', 'Yoga Studio', 'Security Guard', 'Visitor Parking']",3,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,14
2433 - 33 Harbour Sq,1330000,2,3,1,4216,1612,SE,1268.57,45,Juliet Balcony,NA,Baseboard,Garage,Condo Apt,thewaterfront,Yes,YYC-288,149-167 sqm,"['Car Wash', 'Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Parking Garage', 'Security Guard', 'Security System', 'Squash Court', 'Meeting Room', 'Party Room', 'Rec Room', 'Visitor Parking']",9,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,14
